rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
54,Dart,flukit,5939,665,Dart,https://github.com/flutterchina/flukit,flutterchina,15,2024-05-20T03:16:39Z," A Flutter UI Kit（一个 Flutter UI组件库），包含 ScaleView, Swiper, PullRefresh, WaterMark, GradientCircularProgressIndicator..."
55,Dart,clashmi,5899,370,Dart,https://github.com/KaringX/clashmi,KaringX,17,2026-04-03T02:21:32Z,Clash Mihomo for iOS/MacOS/Android/Windows/Linux
56,Dart,flutter_wanandroid,5673,1220,Dart,https://github.com/Sky24n/flutter_wanandroid,Sky24n,13,2021-05-21T08:53:02Z,🔥🔥🔥  基于Google Flutter的WanAndroid客户端，支持Android和iOS。包括BLoC、RxDart 、国际化、主题色、启动页、引导页！
57,Dart,GooglePhotosTakeoutHelper,5628,302,Dart,https://github.com/TheLastGimbus/GooglePhotosTakeoutHelper,TheLastGimbus,59,2025-01-29T08:39:52Z,Script that organizes the Google Takeout archive into one big chronological folder
58,Dart,miru-app,5455,230,Dart,https://github.com/miru-project/miru-app,miru-project,130,2025-12-05T14:04:55Z,"🎉 A versatile application that is free, open-source, and supports extension sources for videos, comics, and novels, available on Android, Windows, and Web platforms."
59,Dart,Flutter-learning,5428,834,Dart,https://github.com/AweiLoveAndroid/Flutter-learning,AweiLoveAndroid,16,2022-02-12T04:00:04Z,":octocat::fire: :+1:  :star2:  :star: :star::star: Flutter all you want.Flutter install,flutter samples,Flutter projects,Flutter plugin,Flutter problems,Dart codes,etc.Flutter安装和配置，Flutter开发遇到的难题，Flutter示例代码和模板，Flutter项目实战，Dart语言学习示例代码。"
60,Dart,fvm,5386,275,Dart,https://github.com/leoafarias/fvm,leoafarias,57,2026-04-02T13:17:50Z,Flutter Version Management: A simple CLI to manage Flutter SDK versions.
61,Dart,provider,5260,529,Dart,https://github.com/rrousselGit/provider,rrousselGit,34,2026-03-10T14:53:05Z,"InheritedWidgets, but simple"
62,Dart,namida,5257,287,Dart,https://github.com/namidaco/namida,namidaco,133,2026-04-05T14:06:15Z,"A Beautiful and Feature-rich Music & Video Player with Youtube Support, Built in Flutter"
63,Dart,flutter_rust_bridge,5173,395,Dart,https://github.com/fzyzcjy/flutter_rust_bridge,fzyzcjy,18,2026-04-05T13:37:04Z,"Flutter/Dart <-> Rust binding generator, feature-rich, but seamless and simple."
64,Dart,packages,5171,3693,Dart,https://github.com/flutter/packages,flutter,0,2026-04-03T19:46:10Z,A collection of useful packages maintained by the Flutter team
65,Dart,jasmine,5092,348,Dart,https://github.com/ComicSparks/jasmine,ComicSparks,9,2026-03-08T10:03:23Z,A comic browser，support Android / iOS / MacOS / Windows / Linux. 
66,Dart,JHenTai,4903,145,Dart,https://github.com/jiangtian616/JHenTai,jiangtian616,151,2026-03-12T15:32:20Z,A cross-platform manga app made for e-hentai & exhentai by Flutter
67,Dart,getwidget,4813,646,Dart,https://github.com/ionicfirebaseapp/getwidget,ionicfirebaseapp,19,2025-09-09T05:32:02Z,Most popular and easy to use open source UI library with 1000+ Widgets to build flutter app. 
68,Dart,flutter-tutorials,4791,1725,Dart,https://github.com/FilledStacks/flutter-tutorials,FilledStacks,32,2023-04-25T13:56:03Z,The repo contains the source code for all the tutorials on the FilledStacks Youtube channel.
69,Dart,flutter_ui_challenges,4775,1404,Dart,https://github.com/lohanidamodar/flutter_ui_challenges,lohanidamodar,1,2024-08-18T09:41:16Z,"Updated for Flutter 3.x ** 100+ Professional UI implementations with Code in Flutter. Available in Android, iOS, Linux and Web"
70,Dart,E-commerce-Complete-Flutter-UI,4770,1982,Dart,https://github.com/abuanwar072/E-commerce-Complete-Flutter-UI,abuanwar072,23,2024-08-23T16:07:40Z,The FlutterShop template makes it easier to develop an e-commerce app using Flutter. It includes all the necessary pages to build a shopping app for both Android and iOS using flutter.
71,Dart,flutter_vignettes,4745,1017,Dart,https://github.com/gskinnerTeam/flutter_vignettes,gskinnerTeam,4,2024-04-30T16:32:31Z,"A collection of fun Flutter experiments, created by gskinner, in partnership with Google."
72,Dart,aves,4595,175,Dart,https://github.com/deckerst/aves,deckerst,171,2026-03-31T16:35:04Z,"Aves is a gallery and metadata explorer app, built for Android with Flutter."
73,Dart,harmonoid,4489,251,Dart,https://github.com/harmonoid/harmonoid,harmonoid,83,2026-03-21T20:39:53Z,"🎵 Plays & manages your music library. Looks beautiful & juicy. Available for Windows, GNU/Linux, macOS & Android."
74,Dart,flutter-wonderous-app,4459,1037,Dart,https://github.com/gskinnerTeam/flutter-wonderous-app,gskinnerTeam,15,2026-03-30T16:57:59Z,A showcase app for the Flutter SDK. Wonderous will educate and entertain as you uncover information about some of the most famous structures in the world.
75,Dart,AniCh,4445,100,Dart,https://github.com/Sle2p/AniCh,Sle2p,0,2026-03-23T12:04:41Z,一个支持超分辨率的在线动漫弹幕APP。多平台，多番剧源，多弹幕，高清无广告。追番看番必备软件。
76,Dart,hive,4395,450,Dart,https://github.com/isar/hive,isar,557,2024-06-28T11:57:48Z,Lightweight and blazing fast key-value database written in pure Dart.
77,Dart,saber,4327,294,Dart,https://github.com/saber-notes/saber,saber-notes,353,2026-04-03T18:00:32Z,The cross-platform open-source app built for handwriting
78,Dart,open-source-flutter-apps,4308,791,Dart,https://github.com/tortuvshin/open-source-flutter-apps,tortuvshin,0,2025-12-22T16:19:26Z,:iphone: List of open source Flutter applications :octocat:
79,Dart,flutter_twitter_clone,4226,1167,Dart,https://github.com/TheAlphamerc/flutter_twitter_clone,TheAlphamerc,30,2024-07-31T04:58:06Z,Fully functional Twitter clone built in  flutter framework using Firebase realtime database and storage
80,Dart,Cashew,4221,674,Dart,https://github.com/jameskokoska/Cashew,jameskokoska,13,2026-03-09T01:35:16Z,💸 An app created to help users manage a budget and purchases
81,Dart,dart-sass,4181,378,Dart,https://github.com/sass/dart-sass,sass,61,2026-04-02T23:52:33Z,"The reference implementation of Sass, written in Dart."
82,Dart,wsa_pacman,4131,858,Dart,https://github.com/alesimula/wsa_pacman,alesimula,56,2023-12-22T15:36:15Z,A GUI package manager and package installer for Windows Subsystem for Android (WSA)
83,Dart,GitJournal,4118,293,Dart,https://github.com/GitJournal/GitJournal,GitJournal,127,2026-03-31T08:52:05Z,Mobile first Note Taking integrated with Git
84,Dart,flutter_easy_refresh,4051,661,Dart,https://github.com/xuelongqy/flutter_easy_refresh,xuelongqy,58,2026-03-23T16:18:36Z,A flutter widget that provides pull-down refresh and pull-up load.
85,Dart,flutter_screenutil,4033,507,Dart,https://github.com/OpenFlutter/flutter_screenutil,OpenFlutter,31,2025-06-23T15:34:53Z,"Flutter screen adaptation, font adaptation, get screen information"
86,Dart,isar,4008,600,Dart,https://github.com/isar/isar,isar,172,2025-06-14T08:12:25Z,"Extremely fast, easy to use, and fully async NoSQL database for Flutter"
87,Dart,flutter-folio,3952,787,Dart,https://github.com/gskinnerTeam/flutter-folio,gskinnerTeam,38,2022-08-30T18:51:58Z,"A platform adaptive Flutter app for desktop, mobile and web."
88,Dart,finamp,3850,259,Dart,https://github.com/UnicornsOnLSD/finamp,UnicornsOnLSD,268,2026-04-05T14:44:04Z,A Jellyfin music client for mobile
89,Dart,Musify,3812,348,Dart,https://github.com/gokadzev/Musify,gokadzev,23,2026-03-23T16:18:56Z,Unlock the full potential of music: Stream effortlessly with one app!
90,Dart,flutter-ui-nice,3801,605,Dart,https://github.com/FlutterOpen/flutter-ui-nice,FlutterOpen,9,2023-05-16T03:28:01Z,More than 130+ pages in this beautiful app and more than 45 developers has contributed to it.
91,Dart,wsl2-distro-manager,3740,170,Dart,https://github.com/bostrot/wsl2-distro-manager,bostrot,12,2026-04-03T19:56:40Z,A GUI to quickly manage your WSL2 instances
92,Dart,fluro,3713,411,Dart,https://github.com/lukepighetti/fluro,lukepighetti,36,2023-03-22T17:54:12Z,"Fluro is a Flutter routing library that adds flexible routing options like wildcards, named parameters and clear route definitions."
93,Dart,flutter_inappwebview,3704,2032,Dart,https://github.com/pichillilorenzo/flutter_inappwebview,pichillilorenzo,182,2026-02-10T16:40:46Z,"A Flutter plugin that allows you to add an inline webview, to use a headless webview, and to open an in-app browser window."
94,Dart,inKino,3676,703,Dart,https://github.com/roughike/inKino,roughike,23,2022-03-30T19:35:48Z,A multiplatform Dart movie app with 40% of code sharing between Flutter and the Web.
95,Dart,flutter_swiper,3536,729,Dart,https://github.com/best-flutter/flutter_swiper,best-flutter,216,2023-04-23T10:38:29Z,"The best swiper for flutter , with multiple layouts, infinite loop. Compatible with Android & iOS."
96,Dart,bruno,3446,520,Dart,https://github.com/LianjiaTech/bruno,LianjiaTech,80,2025-01-10T08:08:27Z,An enterprise-class package of Flutter components for mobile applications. ( Bruno 是基于一整套设计体系的 Flutter 组件库。)
97,Dart,flutter_ecommerce_app,3436,1267,Dart,https://github.com/TheAlphamerc/flutter_ecommerce_app,TheAlphamerc,1,2022-02-10T09:14:25Z,E-Commerce App built in flutter
98,Dart,rxdart,3431,275,Dart,https://github.com/ReactiveX/rxdart,ReactiveX,49,2026-03-30T21:47:46Z,The Reactive Extensions for Dart
99,Dart,fluent_ui,3412,504,Dart,https://github.com/bdlukaa/fluent_ui,bdlukaa,37,2026-04-03T15:13:36Z,Microsoft's WinUI3 in Flutter.
100,Dart,gsy_flutter_demo,3382,537,Dart,https://github.com/CarGuo/gsy_flutter_demo,CarGuo,7,2026-02-28T01:09:52Z,Flutter 不同于 GSYGithubAppFlutter 完整项目，本项目将逐步完善各种 Flutter 独立例子，方便新手学习上手和小问题方案解决。  目前开始逐步补全完善，主要提供一些有用或者有趣的例子，如果你也有好例子，欢迎提交 PR 。
1,DM,tgstation,1887,5163,DM,https://github.com/tgstation/tgstation,tgstation,2204,2026-04-06T03:29:32Z,The /tg/station branch of SS13.
2,DM,Paradise,446,1310,DM,https://github.com/ParadiseSS13/Paradise,ParadiseSS13,895,2026-04-06T01:07:33Z,Paradise Station's GitHub main repository.
3,DM,Baystation12,423,1680,DM,https://github.com/Baystation12/Baystation12,Baystation12,109,2026-03-27T06:04:40Z,Baystation's flavor of Space Station 13
4,DM,goonstation,396,1756,DM,https://github.com/goonstation/goonstation,goonstation,3100,2026-04-05T22:09:39Z,Repository for the Goonstation branch of SS13
5,DM,vgstation13,275,551,DM,https://github.com/vgstation-coders/vgstation13,vgstation-coders,3159,2026-04-03T12:34:11Z,Butts
6,DM,BeeStation-Hornet,212,728,DM,https://github.com/BeeStation/BeeStation-Hornet,BeeStation,369,2026-04-05T20:10:35Z,99.95% station. 0.05% bees
7,DM,blog,207,40,DM,https://github.com/erbing/blog,erbing,0,2020-04-01T16:58:50Z,前端基础积累 / 新技术 / Vue / React / H5 / 奇怪的BUG / 面试 / 招聘
8,DM,TerraGov-Marine-Corps,188,897,DM,https://github.com/tgstation/TerraGov-Marine-Corps,tgstation,220,2026-04-06T02:17:35Z,"TGMC: TerraGov Marine Corps, a SS13 mod"
9,DM,cmss13,166,892,DM,https://github.com/cmss13-devs/cmss13,cmss13-devs,697,2026-04-06T02:53:35Z,Contains the code for CM-SS13
10,DM,Aurora.3,161,556,DM,https://github.com/Aurorastation/Aurora.3,Aurorastation,148,2026-04-06T03:28:24Z,"The code for Aurorastation's new base, forked from Baystation12."
11,DM,CEV-Eris,158,531,DM,https://github.com/discordia-space/CEV-Eris,discordia-space,372,2026-02-21T14:41:46Z,Death is our destination
12,DM,TauCetiClassic,153,429,DM,https://github.com/TauCetiStation/TauCetiClassic,TauCetiStation,1449,2026-04-05T20:43:28Z,Франкенштейн жив
13,DM,Yogstation,145,457,DM,https://github.com/yogstation13/Yogstation,yogstation13,698,2025-05-22T03:20:58Z,Discord: https://discord.gg/yogs13 Forums: https://forums.yogstation.net
14,DM,Shiptest,125,641,DM,https://github.com/shiptest-ss13/Shiptest,shiptest-ss13,257,2026-04-06T02:54:25Z,The Shiptest Codebase
15,DM,NSV13,124,266,DM,https://github.com/BeeStation/NSV13,BeeStation,87,2026-04-04T13:24:51Z,"NSV13, a Ship-to-ship Combat SS13 Server"
16,DM,Skyrat-tg,119,649,DM,https://github.com/Skyrat-SS13/Skyrat-tg,Skyrat-SS13,273,2026-04-04T01:58:04Z,A Skyrat downstream of /tg/station SS13.
17,DM,VOREStation,105,458,DM,https://github.com/VOREStation/VOREStation,VOREStation,191,2026-04-06T03:24:20Z,"The codebase used by the VORE SS13 server, based on Polaris SS13."
18,DM,OnyxBay,99,224,DM,https://github.com/ChaoticOnyx/OnyxBay,ChaoticOnyx,1638,2026-04-05T00:46:07Z,Main repository with actual Space Station 13 sources. Branch of Baystation 12.
19,DM,Paradise,88,481,DM,https://github.com/ss220-space/Paradise,ss220-space,0,2026-04-06T02:53:49Z,Основной репозиторий SS1984
20,DM,Monkestation2.0,83,479,DM,https://github.com/Monkestation/Monkestation2.0,Monkestation,1590,2026-04-04T23:34:33Z,A monkestation rebase to TG code
21,DM,EventStoryLine,81,22,DM,https://github.com/tommasoc80/EventStoryLine,tommasoc80,3,2023-09-23T17:01:26Z,"Event StoryLine Corpus - annotated data, baselines and evaluation scripts, evaluation data."
22,DM,Bubberstation,80,474,DM,https://github.com/Bubberstation/Bubberstation,Bubberstation,343,2026-04-06T03:49:12Z,Bubberstation SS13
23,DM,goonstation-2016,79,247,DM,https://github.com/goonstation/goonstation-2016,goonstation,1,2020-02-19T14:54:01Z,Public release of Goonstation from March 2016 (Archived)
24,DM,Citadel-Station-13,78,385,DM,https://github.com/Citadel-Station-13/Citadel-Station-13,Citadel-Station-13,281,2026-03-02T21:27:13Z,Repo for the original Citadel Station build that originated from /tg/ code.
25,DM,Polaris,72,304,DM,https://github.com/PolarisSS13/Polaris,PolarisSS13,291,2026-03-31T14:17:37Z," Polaris - A version of Spacestation13, forked from Baystation12."
26,DM,FTL13,66,162,DM,https://github.com/FTL13/FTL13,FTL13,1,2019-05-10T21:04:26Z,FTL in SS13!
27,DM,Nebula,60,250,DM,https://github.com/NebulaSS13/Nebula,NebulaSS13,31,2026-04-02T05:47:55Z,A general purpose SS13/Baystation12 fork.
28,DM,S.P.L.U.R.T-tg,54,301,DM,https://github.com/SPLURT-Station/S.P.L.U.R.T-tg,SPLURT-Station,33,2026-04-05T03:45:39Z,"SPLURT but with tgcode, basically"
29,DM,sojourn-station,53,288,DM,https://github.com/sojourn-13/sojourn-station,sojourn-13,25,2026-04-02T13:10:35Z,
30,DM,Azure-Peak,50,520,DM,https://github.com/Azure-Peak/Azure-Peak,Azure-Peak,73,2026-04-06T04:00:01Z,Medieval Fantasy Game based on SS13.
31,DM,NovaSector,49,544,DM,https://github.com/NovaSector/NovaSector,NovaSector,511,2026-04-06T03:50:29Z,A Nova Sector downstream of /tg/station SS13.
32,DM,Civ13,49,175,DM,https://github.com/Civ13/Civ13,Civ13,11,2025-05-02T22:27:56Z,Historical SS13
33,DM,fulpstation,48,160,DM,https://github.com/fulpstation/fulpstation,fulpstation,2,2026-04-05T22:29:43Z,Fulp downstream of TG
34,DM,burgerstation,45,124,DM,https://github.com/BurgerLUA/burgerstation,BurgerLUA,44,2026-04-05T00:22:50Z,My main project. This is the repository for the upcoming BYOND game Burgerstation. Currently in development.
35,DM,CHOMPStation2,44,207,DM,https://github.com/CHOMPStation2/CHOMPStation2,CHOMPStation2,28,2026-04-05T20:19:13Z,"An update of Space Station 13 CHOMPStation using code derived from YawnWider, which is derived from VOREStation, which is derived from Polaris"
36,DM,learningai,42,6,DM,https://github.com/JackBlogs/learningai,JackBlogs,0,2025-07-02T12:33:52Z,完备的AI学习路线
37,DM,Ratwood-Keep,42,358,DM,https://github.com/Rotwood-Vale/Ratwood-Keep,Rotwood-Vale,2,2025-08-15T23:42:57Z,Ratwood | Anthro-Allowed Renaissance-Punk Roleplay
38,DM,dom5inspector,42,33,DM,https://github.com/larzm42/dom5inspector,larzm42,6,2024-01-15T18:26:58Z,Dominions 5 data and mod browser.
39,DM,EuropaStation,40,64,DM,https://github.com/Yonaguni/EuropaStation,Yonaguni,11,2019-03-26T03:00:10Z,A planet-based SS13 codebase.
40,DM,Foundation-19,40,176,DM,https://github.com/Foundation-19/Foundation-19,Foundation-19,102,2026-02-16T07:16:08Z,SCP themed version of SS13. Contains technical debt and legacy code.
41,DM,HippieStationdeprecated2020,39,40,DM,https://github.com/HippieStation/HippieStationdeprecated2020,HippieStation,175,2022-03-11T23:30:08Z,The Hippie Station branch of SS13
42,DM,lobotomy-corp13,38,183,DM,https://github.com/vlggms/lobotomy-corp13,vlggms,40,2026-04-05T02:22:19Z,
43,DM,yogstation-2017-,37,112,DM,https://github.com/yogstation13/yogstation-2017-,yogstation13,0,2019-05-20T11:11:03Z,Yogstation13's master code source. [OLD - GO TO https://github.com/yogstation13/Yogstation-TG FOR THE NEW VERSION]
44,DM,Citadel-Station-13-RP,37,285,DM,https://github.com/Citadel-Station-13/Citadel-Station-13-RP,Citadel-Station-13,10,2026-04-06T01:54:35Z,Code for the Citadel Station RP server that originated from Virgo/Polaris.
45,DM,Baystation12,36,180,DM,https://github.com/infinitystation/Baystation12,infinitystation,49,2023-03-29T13:14:26Z,
46,DM,NTstation13,36,199,DM,https://github.com/NTStation/NTstation13,NTStation,47,2017-10-04T15:42:12Z,"NTstation13 - A version of Spacestation13, forked from /tg/station13."
47,DM,cmss13-pve,34,240,DM,https://github.com/cmss13-devs/cmss13-pve,cmss13-devs,24,2026-03-11T23:09:10Z,
48,DM,BLACKSTONE,33,176,DM,https://github.com/Blackstone-SS13/BLACKSTONE,Blackstone-SS13,79,2024-06-24T08:17:41Z,
